cell_id,lat,lon,risk_score,rainfall_score,terrain_score,lake_proximity_score
CELL_002676,27.967960443936278,85.4832680879592,43.93076751794187,0.4629104362571296,0.30673911926416936,0.5482734700169569
CELL_002677,27.968862860259726,85.48325546628382,42.771354675162286,0.4629104362571296,0.270045218642413,0.550184985355326
CELL_002678,27.969765276459523,85.48324284402406,35.95293150403371,0.4629104362571296,0.06392014798828424,0.5517573608755973
CELL_002679,28.047372606754365,85.48215514116805,48.45168970419471,0.4613149375674425,0.2857381429525718,0.706497610605827
CELL_002680,28.048275012185787,85.48214246798602,54.56459928403816,0.4613149375674425,0.466288988232876,0.7093340527208263
CELL_002681,28.049177417493315,85.48212979421776,53.62100268913896,0.4613149375674425,0.43511381737834637,0.7122013257283799
CELL_002682,28.05007982267693,85.48211711986323,51.837435554870424,0.4613149375674425,0.37870869945018243,0.7150994296284878
CELL_002683,28.050982227736654,85.48210444492246,41.026754363427706,0.4613149375674425,0.05186013051744517,0.7176275628179436
CELL_002684,28.05188463267247,85.48209176939537,53.73507699159003,0.4613149375674425,0.4302117054622065,0.7205256667180515
CELL_002685,28.052787037484375,85.48207909328198,50.86095267457993,0.4613149375674425,0.34090488669646984,0.7236087559734854
CELL_002686,28.053689442172374,85.48206641658226,42.076203689430145,0.4613149375674425,0.07424849699398799,0.7267226761214738
CELL_002687,28.054591846736457,85.48205373929619,49.36668208211294,0.4613149375674425,0.2899722521967011,0.7297132726992446
CELL_002688,28.05549425117663,85.48204106142371,49.53522429474333,0.4613149375674425,0.2918221057499614,0.732919685524896
CELL_002689,28.05639665549288,85.48202838296487,53.26456331466352,0.4613149375674425,0.4003417090591439,0.736280252813319
CELL_002690,28.057299059685203,85.4820157039196,49.64193343952863,0.4613149375674425,0.2883947381943374,0.7395483274240789
CELL_002691,28.0582014637536,85.48200302428789,51.88265419728345,0.4613149375674425,0.35213247006834175,0.7430322182827193
CELL_002692,28.059103867698074,85.48199034406971,58.82388709042016,0.4613149375674425,0.5570088895740198,0.7463927855711423
CELL_002693,28.060006271518624,85.48197766326507,58.33453231248822,0.4613149375674425,0.538443553774215,0.750277478032989
CELL_002694,28.060908675215238,85.48196498187393,47.050596920336396,0.4613149375674425,0.1968424027542264,0.7533605672884229
CELL_002695,28.061811078787912,85.48195229989625,51.635493208639495,0.4613149375674425,0.33093623143723344,0.756813627254509
CELL_002696,28.062713482236653,85.48193961733203,62.531987051025126,0.4613149375674425,0.6539771851395099,0.7606674888238014
CELL_002697,28.06361588556145,85.48192693418126,61.92581744685953,0.4613149375674425,0.6325240224037819,0.7639355634345615
CELL_002698,28.0645182887623,85.4819142504439,63.811469092030215,0.4613149375674425,0.6855480191151534,0.7674811160783105
CELL_002699,28.06542069183921,85.48190156611993,64.91418734905709,0.4613149375674425,0.7146832125790041,0.7714274703252659
