cell_id,distance_to_glacial_lake,glacial_lake_area,glacial_lake_area_change
CELL_000427,20602.4325155621,21658.493753340324,23.797400912794288
CELL_000428,20506.994182041697,21658.493753340324,23.797400912794288
CELL_000429,20411.599525913858,21658.493753340324,23.797400912794288
CELL_000430,20316.249162438125,21658.493753340324,23.797400912794288
CELL_000431,20220.943718190487,21658.493753340324,23.797400912794288
CELL_000432,20125.683831318955,21658.493753340324,23.797400912794288
CELL_000433,20030.470151800448,21658.493753340324,23.797400912794288
CELL_000434,19935.303341714458,21658.493753340324,23.797400912794288
CELL_000435,19840.184075511523,21658.493753340324,23.797400912794288
CELL_000436,19745.113040297896,21658.493753340324,23.797400912794288
CELL_000437,19650.090936127945,21658.493753340324,23.797400912794288
